SoilPh,RelativeHumidity,SoilTemperature,Risk
1.6,6,77,High Risk
2.1,6,77,High Risk
2.8,10,88,High Risk
1.9,19,85,High Risk
2.6,14,75,High Risk
2.2,12,75,High Risk
2.6,11,72,High Risk
1.8,6,75,High Risk
2.3,10,83,High Risk
2.2,13,79,High Risk
1.8,5,84,High Risk
2.7,10,79,High Risk
2,9,78,High Risk
1.2,13,73,High Risk
2.6,10,78,High Risk
1.9,9,76,High Risk
2.2,2,82,High Risk
1.4,7,79,High Risk
2,1,72,High Risk
1.3,16,77,High Risk
2.7,6,84,High Risk
2.4,11,85,High Risk
1,15,75,High Risk
1.4,7,85,High Risk
2.1,18,76,High Risk
2.7,10,74,High Risk
2.9,16,74,High Risk
1.9,15,84,High Risk
2.7,17,75,High Risk
1.2,18,78,High Risk
1.8,3,84,High Risk
2.5,17,84,High Risk
1.6,3,73,High Risk
1.8,5,73,High Risk
1.9,15,73,High Risk
1.2,13,88,High Risk
1.1,5,78,High Risk
1.5,13,83,High Risk
2.9,12,85,High Risk
1.6,6,84,High Risk
1,11,89,High Risk
2,11,79,High Risk
1.7,16,86,High Risk
2.7,13,86,High Risk
1.2,8,89,High Risk
2.7,1,85,High Risk
1.7,1,87,High Risk
2.8,8,77,High Risk
2.4,10,89,High Risk
1.9,17,77,High Risk
1.4,15,84,High Risk
2.6,13,75,High Risk
1.1,7,78,High Risk
1.7,14,72,High Risk
2.6,6,73,High Risk
2.7,11,77,High Risk
2.3,0,74,High Risk
1.8,6,72,High Risk
2.5,6,78,High Risk
1.7,10,86,High Risk
1.2,15,79,High Risk
2.5,12,74,High Risk
1.1,2,74,High Risk
2.6,8,71,High Risk
1.3,14,77,High Risk
1.6,6,73,High Risk
1,1,87,High Risk
2.2,17,87,High Risk
2.6,13,77,High Risk
2.5,6,89,High Risk
2.4,2,87,High Risk
1.5,14,73,High Risk
1.3,12,74,High Risk
2.1,3,82,High Risk
2.1,1,84,High Risk
1.5,11,86,High Risk
1.2,1,86,High Risk
1.9,1,73,High Risk
1.4,10,75,High Risk
2.8,6,89,High Risk
1.7,1,85,High Risk
2.3,16,84,High Risk
2.4,11,79,High Risk
1.2,0,78,High Risk
2.7,1,76,High Risk
2.7,11,78,High Risk
1.5,6,73,High Risk
2.4,9,88,High Risk
2,3,76,High Risk
1.5,7,89,High Risk
2.3,2,86,High Risk
2.4,13,87,High Risk
1.5,13,80,High Risk
2.5,5,86,High Risk
1.1,16,87,High Risk
1.8,2,74,High Risk
2.6,17,74,High Risk
2.6,10,86,High Risk
2.8,1,76,High Risk
1.7,3,86,High Risk
1.2,1,81,High Risk
2.7,7,79,High Risk
1.3,10,75,High Risk
1.1,8,87,High Risk
2.4,9,79,High Risk
2.8,8,89,High Risk
2.6,5,89,High Risk
2.5,3,71,High Risk
1.4,17,90,High Risk
2.3,11,87,High Risk
2.1,18,86,High Risk
2.4,18,76,High Risk
2.3,1,81,High Risk
2.4,6,82,High Risk
1.4,16,75,High Risk
1.1,4,78,High Risk
2.7,6,72,High Risk
1.4,2,79,High Risk
2.4,11,85,High Risk
2.6,3,88,High Risk
1.6,11,72,High Risk
2.2,1,76,High Risk
2.5,2,81,High Risk
1.2,0,72,High Risk
2.8,4,86,High Risk
2.8,13,86,High Risk
2.6,14,82,High Risk
2.2,7,85,High Risk
1.4,10,86,High Risk
1.2,0,89,High Risk
2.4,2,74,High Risk
2.3,12,72,High Risk
1.8,18,82,High Risk
1.4,10,90,High Risk
2.8,3,84,High Risk
1.1,12,72,High Risk
2.3,5,72,High Risk
1.3,8,79,High Risk
2.5,11,79,High Risk
1.6,5,84,High Risk
1.2,11,85,High Risk
1.6,13,78,High Risk
2.4,7,86,High Risk
2.2,7,78,High Risk
1.5,13,85,High Risk
2.1,5,77,High Risk
1.7,17,85,High Risk
1.2,14,73,High Risk
1.2,13,87,High Risk
1.3,14,77,High Risk
2.1,2,77,High Risk
2.3,2,77,High Risk
2.3,14,80,High Risk
1.5,18,86,High Risk
1.5,8,72,High Risk
2.4,11,86,High Risk
1.6,8,77,High Risk
1.3,6,78,High Risk
1.6,12,80,High Risk
1.1,3,73,High Risk
1.3,3,82,High Risk
1.3,19,77,High Risk
2.2,10,81,High Risk
1.5,1,83,High Risk
1.4,17,76,High Risk
1.3,16,74,High Risk
2.8,10,72,High Risk
1.8,11,78,High Risk
2.8,16,90,High Risk
1.2,13,77,High Risk
2.1,8,72,High Risk
2.8,10,89,High Risk
1.5,4,88,High Risk
1.8,5,72,High Risk
2.5,7,81,High Risk
1.4,7,74,High Risk
1.1,2,86,High Risk
2.4,10,80,High Risk
2.6,8,80,High Risk
2.3,1,86,High Risk
2.6,2,84,High Risk
2.1,4,73,High Risk
1.7,19,87,High Risk
1.1,16,79,High Risk
2.3,8,74,High Risk
1.5,3,88,High Risk
1.8,3,87,High Risk
1.5,1,81,High Risk
2.7,13,76,High Risk
1.7,5,75,High Risk
1.2,17,73,High Risk
1.9,2,85,High Risk
2.6,16,77,High Risk
1.3,8,83,High Risk
1.5,11,77,High Risk
1.7,8,77,High Risk
1.8,3,89,High Risk
2.1,14,83,High Risk
2.2,16,83,High Risk
2,15,82,High Risk
1.4,3,80,High Risk
1,1,80,High Risk
1.6,18,87,High Risk
1.3,3,73,High Risk
1.2,16,83,High Risk
1.1,16,85,High Risk
2.5,5,88,High Risk
1.7,4,86,High Risk
2.9,16,75,High Risk
1.6,5,85,High Risk
2.6,5,74,High Risk
1.3,17,79,High Risk
2.9,10,78,High Risk
2.2,3,82,High Risk
2.8,10,89,High Risk
2.5,5,83,High Risk
2.7,5,73,High Risk
2.1,10,77,High Risk
1.7,10,79,High Risk
1.2,16,85,High Risk
1.2,8,74,High Risk
2.6,8,73,High Risk
2.7,12,77,High Risk
2.2,1,88,High Risk
1.6,4,84,High Risk
2.2,4,89,High Risk
2.9,15,78,High Risk
2.5,2,85,High Risk
1.1,13,76,High Risk
1.4,2,84,High Risk
2.2,0,84,High Risk
2.1,17,77,High Risk
1.3,4,78,High Risk
1.3,14,81,High Risk
2.5,10,89,High Risk
2.3,19,74,High Risk
1.7,18,77,High Risk
2.6,4,86,High Risk
1.3,12,84,High Risk
2,7,71,High Risk
2.1,1,73,High Risk
1.7,9,85,High Risk
2.7,12,73,High Risk
2.9,1,87,High Risk
1.1,10,89,High Risk
2.2,1,82,High Risk
2.2,8,87,High Risk
2.3,9,75,High Risk
2.6,9,78,High Risk
1.4,9,81,High Risk
2.6,3,73,High Risk
2,6,81,High Risk
2,8,83,High Risk
1.8,1,88,High Risk
1.3,11,87,High Risk
1.8,6,79,High Risk
2.8,3,75,High Risk
1.3,18,78,High Risk
1.7,11,76,High Risk
1.6,8,73,High Risk
1.7,13,83,High Risk
2.5,13,82,High Risk
1.8,5,80,High Risk
1.4,1,85,High Risk
2.5,0,72,High Risk
2.3,5,72,High Risk
2.7,18,73,High Risk
1.7,3,88,High Risk
2.3,15,83,High Risk
1.8,11,83,High Risk
2.2,14,88,High Risk
1.3,17,86,High Risk
2.5,17,79,High Risk
1.2,1,83,High Risk
1.4,15,89,High Risk
2.6,2,86,High Risk
2.6,6,82,High Risk
1.1,14,76,High Risk
2,10,79,High Risk
1.9,16,86,High Risk
1.7,4,72,High Risk
1.9,4,72,High Risk
2.7,10,81,High Risk
1.8,3,73,High Risk
2,15,80,High Risk
2.4,15,88,High Risk
2,9,87,High Risk
1.1,10,72,High Risk
1.6,2,88,High Risk
2.1,7,84,High Risk
1.2,1,85,High Risk
2.5,2,85,High Risk
1.3,1,77,High Risk
1.1,7,81,High Risk
1.7,12,89,High Risk
1.6,2,83,High Risk
2.4,9,81,High Risk
2,18,79,High Risk
1,14,83,High Risk
1.1,15,81,High Risk
2.8,13,85,High Risk
2.1,6,79,High Risk
2.6,3,82,High Risk
1.5,17,85,High Risk
1.9,5,87,High Risk
2,18,89,High Risk
1.8,15,79,High Risk
2.6,14,76,High Risk
2.5,3,85,High Risk
1.1,8,74,High Risk
2.2,12,88,High Risk
1.1,11,75,High Risk
2.4,12,86,High Risk
1.5,13,75,High Risk
2.7,5,84,High Risk
1.3,10,74,High Risk
2.1,4,86,High Risk
1.6,5,73,High Risk
1.4,2,80,High Risk
2.3,3,73,High Risk
1.2,6,77,High Risk
2.3,11,72,High Risk
2.6,5,77,High Risk
2,9,82,High Risk
2.6,11,73,High Risk
2.3,4,86,High Risk
1.5,9,72,High Risk
1.8,8,82,High Risk
1.2,15,88,High Risk
2.3,4,80,High Risk
1.5,19,72,High Risk
1.8,1,89,High Risk
2.6,6,88,High Risk
2,5,76,High Risk
2.6,8,72,High Risk
1.5,15,76,High Risk
2.6,5,86,High Risk
1,1,85,High Risk
1.2,9,90,High Risk
1.6,6,78,High Risk
2.6,5,75,High Risk
2,13,88,High Risk
2.6,16,84,High Risk
2.8,13,85,High Risk
2.4,11,75,High Risk
2.9,13,84,High Risk
2.3,8,77,High Risk
1.2,18,77,High Risk
2.7,11,82,High Risk
2.4,9,75,High Risk
2.3,18,86,High Risk
1.2,15,85,High Risk
1.4,12,85,High Risk
1.9,14,83,High Risk
1.8,16,82,High Risk
2.1,12,75,High Risk
2,11,77,High Risk
1.5,8,74,High Risk
1.9,16,77,High Risk
2,1,82,High Risk
2,3,89,High Risk
2.9,10,80,High Risk
2.1,14,72,High Risk
2.2,10,78,High Risk
2.1,4,75,High Risk
2.6,13,78,High Risk
1.4,19,71,High Risk
1.3,6,74,High Risk
1.6,11,80,High Risk
2,5,83,High Risk
2.6,5,87,High Risk
2.6,3,79,High Risk
1,7,83,High Risk
2.5,11,90,High Risk
2.8,1,75,High Risk
2.5,15,86,High Risk
1.1,15,79,High Risk
1.3,15,71,High Risk
1.9,13,71,High Risk
2.4,2,74,High Risk
1.4,7,77,High Risk
2.8,18,88,High Risk
1.9,7,83,High Risk
2.5,8,76,High Risk
1.4,1,83,High Risk
1.9,3,86,High Risk
1.1,1,81,High Risk
1.9,4,75,High Risk
1.8,10,82,High Risk
2.4,8,73,High Risk
2.7,19,84,High Risk
2.2,17,89,High Risk
2.4,3,81,High Risk
2.8,7,88,High Risk
1.8,17,88,High Risk
2.9,2,84,High Risk
2.7,8,76,High Risk
1.6,0,82,High Risk
2.8,5,90,High Risk
1.5,18,88,High Risk
2.7,16,74,High Risk
1.4,10,74,High Risk
2.6,4,89,High Risk
2.5,10,80,High Risk
2.1,10,74,High Risk
2.1,7,83,High Risk
2,16,81,High Risk
1.6,15,76,High Risk
1.8,11,90,High Risk
2,18,89,High Risk
2.6,15,83,High Risk
2.4,17,89,High Risk
1.3,7,85,High Risk
2.4,2,81,High Risk
1.1,7,73,High Risk
1.2,10,76,High Risk
1.7,16,75,High Risk
2.3,6,79,High Risk
1,10,83,High Risk
1.1,5,84,High Risk
2.2,0,81,High Risk
2.1,13,87,High Risk
1.2,3,75,High Risk
2,3,71,High Risk
2,2,77,High Risk
1.9,1,88,High Risk
1.2,8,82,High Risk
2.7,14,74,High Risk
2.1,8,73,High Risk
1.3,2,74,High Risk
2.3,7,72,High Risk
2.4,15,76,High Risk
2.6,12,79,High Risk
2.7,5,87,High Risk
1.2,4,90,High Risk
1.7,12,90,High Risk
2.5,6,86,High Risk
2.7,1,88,High Risk
2.6,8,75,High Risk
2.2,11,88,High Risk
1.8,16,79,High Risk
2.2,17,90,High Risk
1.7,14,84,High Risk
1.8,6,72,High Risk
2,6,81,High Risk
1.9,13,81,High Risk
2.7,4,71,High Risk
2.2,12,82,High Risk
1.1,15,71,High Risk
1.2,13,76,High Risk
2.2,19,77,High Risk
2.6,7,80,High Risk
1.5,14,84,High Risk
2.9,5,73,High Risk
1.1,9,86,High Risk
2.4,19,87,High Risk
1.5,8,79,High Risk
1.6,7,76,High Risk
1.4,11,72,High Risk
1.8,4,88,High Risk
1.9,17,89,High Risk
1.3,13,87,High Risk
2.2,9,80,High Risk
1.3,12,73,High Risk
1.2,15,80,High Risk
1.7,10,72,High Risk
1.9,10,80,High Risk
2.7,17,88,High Risk
2.6,12,80,High Risk
2,14,80,High Risk
2.4,14,84,High Risk
2.2,9,81,High Risk
2.4,13,74,High Risk
2,5,72,High Risk
2,18,78,High Risk
1.1,10,73,High Risk
2.1,4,72,High Risk
1.2,14,77,High Risk
1,2,73,High Risk
2.3,16,77,High Risk
2.5,15,86,High Risk
1.1,15,80,High Risk
2.7,7,89,High Risk
1.9,2,85,High Risk
2.7,13,74,High Risk
2.1,5,84,High Risk
1.8,3,74,High Risk
2.7,19,84,High Risk
1.7,3,72,High Risk
2.4,19,84,High Risk
1,8,77,High Risk
2.4,14,74,High Risk
1.3,2,73,High Risk
2,8,73,High Risk
1.6,4,87,High Risk
1.7,9,78,High Risk
2.1,11,82,High Risk
2.2,9,79,High Risk
1.9,13,77,High Risk
1.9,1,86,High Risk
1.1,11,88,High Risk
2.8,8,81,High Risk
1.9,13,87,High Risk
1.6,14,85,High Risk
2.9,6,73,High Risk
1.5,10,85,High Risk
1.4,14,90,High Risk
2.2,15,89,High Risk
2.8,10,76,High Risk
1.4,1,77,High Risk
1.6,9,74,High Risk
1.5,16,78,High Risk
1.6,6,83,High Risk
1.9,3,71,High Risk
2.5,11,73,High Risk
2,9,78,High Risk
2.2,10,78,High Risk
2.8,2,77,High Risk
2,5,76,High Risk
1,11,87,High Risk
2.1,4,76,High Risk
1.5,17,83,High Risk
1.3,2,90,High Risk
1.1,6,74,High Risk
1.7,12,73,High Risk
2.4,3,82,High Risk
1,1,80,High Risk
2.4,18,81,High Risk
2.9,13,90,High Risk
1.9,10,86,High Risk
1.2,10,75,High Risk
2.3,10,86,High Risk
2.6,8,87,High Risk
2.2,7,83,High Risk
1.6,4,76,High Risk
1.4,12,80,High Risk
1.4,15,76,High Risk
1.4,11,76,High Risk
2.8,14,73,High Risk
1.5,16,72,High Risk
2,6,90,High Risk
2.7,7,80,High Risk
2.6,3,71,High Risk
2.6,6,82,High Risk
1.5,8,86,High Risk
2.3,11,88,High Risk
2.6,12,89,High Risk
1.4,17,88,High Risk
1.3,19,84,High Risk
2.4,8,76,High Risk
1.8,16,77,High Risk
1.6,5,74,High Risk
1.1,3,80,High Risk
1.1,10,84,High Risk
2.7,11,83,High Risk
2.6,1,88,High Risk
2.2,17,76,High Risk
2,9,76,High Risk
2.6,12,75,High Risk
1.6,7,86,High Risk
2.3,9,80,High Risk
1.6,2,74,High Risk
1.4,3,83,High Risk
2.7,1,80,High Risk
2.5,1,90,High Risk
2.6,16,88,High Risk
1.4,16,79,High Risk
2.1,11,89,High Risk
2.3,13,75,High Risk
1.7,17,79,High Risk
2.5,18,79,High Risk
1.9,19,82,High Risk
2.7,3,82,High Risk
1.9,6,74,High Risk
1.2,14,84,High Risk
1.7,4,76,High Risk
2.5,8,81,High Risk
2.4,16,74,High Risk
2.3,9,76,High Risk
1.2,17,76,High Risk
1.4,18,73,High Risk
2.4,6,81,High Risk
1.6,19,72,High Risk
2.8,9,72,High Risk
1.1,10,87,High Risk
2.2,14,84,High Risk
2.1,4,79,High Risk
1.9,5,90,High Risk
1.2,13,81,High Risk
2.4,8,90,High Risk
1.7,11,72,High Risk
2.8,18,83,High Risk
2.2,12,77,High Risk
2.6,1,90,High Risk
2.2,11,86,High Risk
2,18,82,High Risk
2.5,10,73,High Risk
1.8,14,85,High Risk
2.6,13,85,High Risk
1,15,84,High Risk
2.5,13,82,High Risk
1.3,1,82,High Risk
2.2,4,83,High Risk
1.6,6,84,High Risk
2.3,3,77,High Risk
1.1,5,87,High Risk
1.2,19,77,High Risk
1.3,12,89,High Risk
2.5,2,79,High Risk
2.2,5,88,High Risk
2.7,16,82,High Risk
2.9,17,85,High Risk
2,1,77,High Risk
1.6,12,82,High Risk
1.3,4,74,High Risk
1.5,12,79,High Risk
1.6,7,73,High Risk
1.9,12,77,High Risk
2.6,13,75,High Risk
2.1,12,74,High Risk
1.4,9,79,High Risk
2.4,13,79,High Risk
1.3,5,85,High Risk
2.9,8,85,High Risk
2.7,5,76,High Risk
1.3,5,81,High Risk
2.8,16,79,High Risk
2.4,11,75,High Risk
2.1,8,73,High Risk
1.5,10,90,High Risk
1.8,18,83,High Risk
2.1,6,84,High Risk
2.4,4,74,High Risk
1.2,12,73,High Risk
2.3,10,88,High Risk
1.3,15,79,High Risk
2.1,4,77,High Risk
2.2,1,77,High Risk
1.5,6,76,High Risk
1.7,1,78,High Risk
1.9,4,72,High Risk
2.2,10,73,High Risk
1.7,11,72,High Risk
2.5,8,75,High Risk
1.2,10,84,High Risk
2.2,13,81,High Risk
2.8,13,71,High Risk
2.6,0,73,High Risk
1,15,83,High Risk
2.2,1,74,High Risk
2.1,17,85,High Risk
1.5,5,76,High Risk
1.6,3,77,High Risk
2.7,4,78,High Risk
1.8,2,77,High Risk
1.8,6,84,High Risk
1.1,2,76,High Risk
2.6,17,81,High Risk
2,6,73,High Risk
1,8,81,High Risk
2.4,16,72,High Risk
2.5,12,78,High Risk
2.1,12,74,High Risk
1.7,3,82,High Risk
1.3,4,82,High Risk
2.1,13,85,High Risk
1.8,18,85,High Risk
2.3,16,73,High Risk
1.4,17,88,High Risk
1.3,4,79,High Risk
1.5,5,88,High Risk
2,14,72,High Risk
1.3,3,81,High Risk
1.9,16,85,High Risk
1.7,12,80,High Risk
2.6,9,73,High Risk
1.6,16,86,High Risk
2.8,17,72,High Risk
2.5,14,89,High Risk
2.7,10,89,High Risk
2.1,4,74,High Risk
1.3,19,85,High Risk
1.1,15,83,High Risk
2.8,3,83,High Risk
2.2,12,77,High Risk
1.6,1,73,High Risk
1.8,18,89,High Risk
2.7,8,87,High Risk
2.1,16,81,High Risk
1.8,10,72,High Risk
2.6,14,87,High Risk
2,15,73,High Risk
2.3,4,87,High Risk
2.5,11,81,High Risk
2.1,18,80,High Risk
2.4,9,80,High Risk
1.7,6,72,High Risk
1.3,1,88,High Risk
2.8,7,89,High Risk
1.8,17,79,High Risk
2.3,14,73,High Risk
2.8,18,84,High Risk
1.2,12,76,High Risk
1.5,3,76,High Risk
1,13,85,High Risk
2,15,84,High Risk
1.2,19,88,High Risk
2.2,4,76,High Risk
1.6,2,81,High Risk
1.9,10,84,High Risk
1.7,7,78,High Risk
2.3,15,71,High Risk
2.5,3,85,High Risk
2.4,6,77,High Risk
2.5,5,76,High Risk
1.8,6,86,High Risk
2.1,18,85,High Risk
2.3,17,86,High Risk
1.1,4,81,High Risk
1.3,2,86,High Risk
1.3,6,88,High Risk
2.1,18,82,High Risk
2.5,2,73,High Risk
1.6,4,78,High Risk
1.9,18,88,High Risk
2.9,10,72,High Risk
2,1,73,High Risk
2.2,16,78,High Risk
2.4,4,79,High Risk
1.1,5,79,High Risk
2.3,1,89,High Risk
2.7,9,85,High Risk
1.1,17,88,High Risk
1.8,1,79,High Risk
1.9,3,83,High Risk
1.6,19,80,High Risk
2.8,15,74,High Risk
1.1,13,83,High Risk
1.3,6,81,High Risk
1.9,8,86,High Risk
1,9,84,High Risk
1.5,9,90,High Risk
2.1,18,75,High Risk
2.8,6,77,High Risk
1.3,16,79,High Risk
1.3,9,77,High Risk
1.3,7,90,High Risk
2.8,13,86,High Risk
2.5,10,85,High Risk
1.3,4,85,High Risk
1.5,11,81,High Risk
1.5,15,77,High Risk
1.6,7,78,High Risk
2.2,3,83,High Risk
2.8,13,82,High Risk
1.2,13,87,High Risk
2.8,1,76,High Risk
2.6,18,80,High Risk
1.4,14,79,High Risk
1.9,15,73,High Risk
2.3,16,72,High Risk
1.2,3,76,High Risk
2.3,11,89,High Risk
1.1,5,78,High Risk
2.4,9,79,High Risk
2.1,8,90,High Risk
2,3,87,High Risk
1,11,80,High Risk
2.9,16,82,High Risk
2.5,10,72,High Risk
2.6,16,77,High Risk
1.7,4,73,High Risk
1.1,6,87,High Risk
2.1,3,89,High Risk
2.4,16,84,High Risk
1.9,15,79,High Risk
1.9,12,86,High Risk
1.6,1,77,High Risk
1.2,2,72,High Risk
2.4,11,83,High Risk
2.3,2,73,High Risk
1.5,13,81,High Risk
1.6,10,76,High Risk
2.4,3,82,High Risk
2.1,6,90,High Risk
2.7,19,86,High Risk
1,0,86,High Risk
1.8,8,76,High Risk
2.1,4,87,High Risk
2.7,14,76,High Risk
1.1,8,76,High Risk
2.9,5,81,High Risk
1.7,11,81,High Risk
2.3,17,84,High Risk
2.1,18,79,High Risk
2.2,2,86,High Risk
2.5,18,72,High Risk
1.3,5,75,High Risk
1.2,6,85,High Risk
1.4,4,88,High Risk
2.5,1,78,High Risk
1.3,2,80,High Risk
2.1,1,85,High Risk
2.5,8,89,High Risk
2.6,16,89,High Risk
1.7,12,87,High Risk
1.8,8,82,High Risk
2.7,8,83,High Risk
1.1,11,75,High Risk
2.5,16,79,High Risk
1.6,6,79,High Risk
1.4,3,90,High Risk
1.9,10,83,High Risk
2.7,15,89,High Risk
1.8,15,86,High Risk
2.2,3,80,High Risk
2.3,5,89,High Risk
2.9,14,84,High Risk
2.7,15,78,High Risk
1.3,1,84,High Risk
2.4,5,72,High Risk
1.3,11,72,High Risk
2.1,5,74,High Risk
1.7,14,73,High Risk
2.6,8,75,High Risk
2.8,4,72,High Risk
1.5,14,75,High Risk
1.3,9,80,High Risk
1,9,77,High Risk
1.8,9,82,High Risk
2.8,5,87,High Risk
2.9,5,82,High Risk
2.7,4,80,High Risk
2.2,16,73,High Risk
1.4,8,73,High Risk
2.5,18,73,High Risk
2.5,16,77,High Risk
2.2,11,72,High Risk
1.4,0,88,High Risk
1.1,1,74,High Risk
2.3,18,85,High Risk
1.7,2,75,High Risk
2,5,87,High Risk
1.1,10,78,High Risk
2.1,13,84,High Risk
1.9,15,86,High Risk
2,2,86,High Risk
2.2,11,74,High Risk
2,13,77,High Risk
2,18,73,High Risk
2.8,12,84,High Risk
2.8,17,79,High Risk
2.8,13,86,High Risk
2.4,1,73,High Risk
1.1,17,76,High Risk
2,3,75,High Risk
2.7,8,86,High Risk
1.8,8,74,High Risk
2,11,90,High Risk
1.7,8,74,High Risk
2.4,2,75,High Risk
1.4,18,73,High Risk
1.2,2,87,High Risk
2.5,10,75,High Risk
1.5,15,87,High Risk
2.3,9,75,High Risk
1.2,14,75,High Risk
1.6,17,81,High Risk
1,14,87,High Risk
2,14,82,High Risk
2.7,8,77,High Risk
1.4,11,83,High Risk
2,12,80,High Risk
1.3,18,82,High Risk
1.7,6,79,High Risk
2.5,10,88,High Risk
2.5,17,81,High Risk
1.7,15,79,High Risk
2.3,7,88,High Risk
2.8,17,85,High Risk
2.4,17,86,High Risk
1.3,9,86,High Risk
2.3,5,79,High Risk
1.5,16,87,High Risk
1.5,6,79,High Risk
2.1,14,77,High Risk
1.6,5,87,High Risk
2.7,1,77,High Risk
2.7,4,81,High Risk
1.9,15,86,High Risk
2.4,11,82,High Risk
1.3,4,75,High Risk
2.2,7,76,High Risk
2.4,13,86,High Risk
2.7,5,71,High Risk
1.6,7,74,High Risk
1.3,1,73,High Risk
1.1,8,88,High Risk
1.9,11,82,High Risk
2.9,9,78,High Risk
2.2,12,83,High Risk
1.7,14,80,High Risk
1.5,17,74,High Risk
2.1,10,72,High Risk
2.7,4,81,High Risk
1.5,11,81,High Risk
1,6,72,High Risk
1.8,5,82,High Risk
1.5,7,80,High Risk
1.5,4,75,High Risk
2.6,12,80,High Risk
2.8,8,86,High Risk
2.5,13,71,High Risk
1.9,15,78,High Risk
2.2,17,80,High Risk
2,13,71,High Risk
1.4,0,71,High Risk
2.4,5,87,High Risk
1.6,5,82,High Risk
1.4,9,74,High Risk
1.4,9,88,High Risk
1.4,3,80,High Risk
2.6,4,75,High Risk
1.8,8,73,High Risk
1.8,2,85,High Risk
2,18,75,High Risk
1.9,6,73,High Risk
2.3,15,83,High Risk
1.5,8,79,High Risk
1.6,18,87,High Risk
1.8,1,79,High Risk
2.6,13,82,High Risk
2.9,6,81,High Risk
2,11,79,High Risk
2.8,11,73,High Risk
2.1,12,79,High Risk
1.8,0,72,High Risk
2.4,10,83,High Risk
2.7,12,72,High Risk
1.8,18,87,High Risk
2.7,1,76,High Risk
1.2,1,82,High Risk
2.5,14,82,High Risk
2.2,2,73,High Risk
1,17,76,High Risk
1.1,15,82,High Risk
1.2,11,85,High Risk
2.1,14,76,High Risk
1.6,9,71,High Risk
2,12,76,High Risk
1.8,3,85,High Risk
1.2,1,79,High Risk
2.4,4,82,High Risk
1.8,9,73,High Risk
1.7,7,77,High Risk
1.3,15,83,High Risk
2.1,2,77,High Risk
1.5,4,89,High Risk
2,15,90,High Risk
2.4,17,72,High Risk
1.7,19,87,High Risk
2,2,85,High Risk
1.4,11,76,High Risk
1.5,17,86,High Risk
1.3,18,86,High Risk
2.9,2,78,High Risk
2.5,10,83,High Risk
2.6,5,73,High Risk
1.3,13,79,High Risk
1.3,11,78,High Risk
1.9,0,71,High Risk
2.4,3,84,High Risk
2.8,6,82,High Risk
1.9,9,82,High Risk
1.3,0,73,High Risk
1.9,9,80,High Risk
1.4,5,74,High Risk
2,4,84,High Risk
1.7,10,74,High Risk
2.2,16,80,High Risk
2.3,5,84,High Risk
2.6,1,75,High Risk
1.7,12,84,High Risk
1.4,12,76,High Risk
1.9,2,87,High Risk
2.3,0,87,High Risk
1.5,5,79,High Risk
2.2,4,78,High Risk
2.9,13,83,High Risk
1.5,6,72,High Risk
1.5,10,84,High Risk
1.6,6,88,High Risk
1.2,7,83,High Risk
2.6,11,74,High Risk
2.1,6,87,High Risk
1.8,7,89,High Risk
2.8,17,74,High Risk
2.1,13,79,High Risk
2.6,3,90,High Risk
1.7,9,89,High Risk
2.8,14,85,High Risk
2.4,16,71,High Risk
1.8,4,75,High Risk
2.6,18,79,High Risk
2.4,15,74,High Risk
1.7,7,82,High Risk
1.5,15,89,High Risk
1.1,0,84,High Risk
1.3,9,84,High Risk
2.6,9,80,High Risk
2.9,8,88,High Risk
2.5,4,89,High Risk
1.7,6,80,High Risk
1.6,4,81,High Risk
1.3,19,76,High Risk
2.6,14,82,High Risk
2.3,1,74,High Risk
2.4,6,81,High Risk
1.6,7,72,High Risk
1.9,9,73,High Risk
2.7,15,76,High Risk
1.6,3,82,High Risk
1.6,9,73,High Risk
1.9,2,84,High Risk
2.5,15,81,High Risk
1.9,12,77,High Risk
1.9,13,76,High Risk
2.6,16,74,High Risk
1.2,4,87,High Risk
1.8,14,84,High Risk
1.1,10,72,High Risk
2.8,15,81,High Risk
2.5,7,71,High Risk
1,13,88,High Risk
2.1,4,87,High Risk
1.2,2,81,High Risk
2.9,15,75,High Risk
2.7,18,89,High Risk
2.5,6,72,High Risk
1.2,4,89,High Risk
1.7,8,85,High Risk
2.5,11,82,High Risk
1.6,3,76,High Risk
2.2,16,78,High Risk
2.9,11,72,High Risk
1.4,8,79,High Risk
2.5,1,88,High Risk
1.9,18,80,High Risk
1.8,14,83,High Risk
1.8,8,73,High Risk
1.6,2,79,High Risk
1.2,13,83,High Risk
1.6,2,85,High Risk
2.2,9,75,High Risk
1.7,4,76,High Risk
2.9,13,85,High Risk
2.2,16,82,High Risk
2.2,5,80,High Risk
2.8,10,73,High Risk
2.6,4,89,High Risk
2,2,83,High Risk
2.8,6,89,High Risk
1.7,3,73,High Risk
1.9,13,86,High Risk
1.9,18,90,High Risk
2.6,14,88,High Risk
2.7,5,80,High Risk
2.4,13,80,High Risk
1.4,13,90,High Risk
1.6,5,81,High Risk
2.5,12,79,High Risk
2.1,18,89,High Risk
1.5,9,73,High Risk
2.5,4,85,High Risk
2.6,18,77,High Risk
1.8,19,71,High Risk
2.8,10,80,High Risk
1.4,11,75,High Risk
2.5,3,83,High Risk
2.2,0,71,High Risk
1.4,12,85,High Risk
1.3,14,84,High Risk
2.6,10,76,High Risk
1.1,1,75,High Risk
2,16,79,High Risk
1,2,80,High Risk
2,7,73,High Risk
